1kB 139326.14
2kB 196737.31
4kB 284433.24
8kB 308134.82
16kB 382679.53
64kB 104514.39
256kB 105953.03
1MB 81667.92
4MB 79679.89
16MB 48120.15
64MB 10354.23
128MB 17582.59
512MB 10770.00
1GB 17028.69
