1kB 134868.32
2kB 170755.69
4kB 180285.58
8kB 201939.74
16kB 207461.90
64kB 104297.73
256kB 105797.29
1MB 91073.33
4MB 85239.65
16MB 52753.63
64MB 12526.66
128MB 11933.95
512MB 11577.45
1GB 11185.74
