1kB 180020.59
2kB 204972.02
4kB 276037.14
8kB 328612.75
16kB 360954.90
64kB 104628.74
256kB 105769.99
1MB 79667.85
4MB 79267.25
16MB 66643.46
64MB 16506.72
128MB 16314.95
512MB 16630.36
1GB 16607.59
