1 93457.6
2 168514
3 233814
4 245292
5 207299
6 359655
7 428761
8 486172
9 501299
10 607803
11 654706
12 586715
13 736892
14 552515
15 772061
16 749574
17 793985
18 751360
19 631199
20 783597
21 805832
22 832173
23 883344
24 547936
25 709785
26 946211
27 781251
28 782667
29 867054
30 1.08206e+06
31 842401
32 917554
33 889724
34 1.27475e+06
35 1.22739e+06
36 897661
37 823071
38 728455
39 547029
40 858240
41 1.58033e+06
42 1.10237e+06
43 760259
44 999139
45 948460
46 853873
47 1.27055e+06
48 1.29442e+06
49 1.06541e+06
50 824645
51 1.36772e+06
52 1.4343e+06
53 854842
54 1.30192e+06
55 738155
56 1.12316e+06
57 840038
58 1.49557e+06
59 1.17443e+06
60 1.19758e+06
61 1.33476e+06
62 813616
63 1.73126e+06
64 1.24509e+06
65 1.13775e+06
66 1.12568e+06
67 946065
68 1.53991e+06
69 1.25018e+06
70 1.41106e+06
71 1.31978e+06
72 1.56675e+06
73 1.56804e+06
74 1.95734e+06
75 1.55635e+06
76 1.37e+06
77 1.17522e+06
78 1.99316e+06
79 1.63842e+06
80 1.0418e+06
81 1.72617e+06
82 1.58304e+06
83 1.39844e+06
84 1.48059e+06
85 1.95432e+06
86 2.00217e+06
87 2.07913e+06
88 1.28855e+06
89 2.04376e+06
90 2.52783e+06
91 2.58456e+06
92 2.49838e+06
93 1.86997e+06
94 1.5831e+06
95 1.51589e+06
96 2.60461e+06
97 2.59591e+06
98 1.80263e+06
99 2.48573e+06
100 2.43645e+06
101 2.50904e+06
102 1.83278e+06
103 2.20613e+06
104 2.27957e+06
105 2.55815e+06
106 2.71434e+06
107 2.4746e+06
108 2.35737e+06
109 2.53562e+06
110 2.85422e+06
111 2.6853e+06
112 2.97154e+06
113 2.82671e+06
114 2.71424e+06
115 2804569
116 2.73198e+06
117 2.1175e+06
118 2.48791e+06
119 2.84729e+06
120 2.43823e+06
121 2.46071e+06
122 3.26977e+06
123 2.65527e+06
124 2.50978e+06
125 2.41673e+06
126 2.47841e+06
127 2.56953e+06
128 3.2942e+06
