1 12128.6
2 19763.9
3 23464.5
4 24766.4
5 25526.8
6 25693.5
7 26320.9
8 26690.4
9 27327
10 27591.8
11 28607
12 28938.1
13 29752.6
14 30094.5
15 31057.1
16 31332.3
17 32440.5
18 34374.6
19 35237.9
20 37016.6
21 37690.4
22 39683.4
23 41148.7
24 42823.2
25 44713.2
26 46374
27 48741.5
28 49888.9
29 51753.3
30 53758.3
31 55743
32 55537.4
33 57362.3
34 58486.4
35 59415.2
36 60084.7
37 60893
38 61798.5
39 61494.4
40 62136.4
41 62585.4
42 63339.8
43 63891.1
44 63185.3
45 63579.7
46 64833.4
47 66058
48 67782.9
49 67641.1
50 68103.2
51 68114.5
52 67729.9
53 69898.4
54 68668.8
55 69873.5
56 70145.4
57 69981.2
58 68540.6
59 70760.4
60 69534.7
61 73206
62 70136.8
63 70392.3
64 69526.4
65 33213.8
66 61684.9
67 72312.4
68 72958.1
69 73727.1
70 72306.8
71 71538.1
72 71141.2
73 75031.9
74 77027.4
75 79200.1
76 80723.7
77 82331.2
78 83671.2
79 84587.7
80 85011.9
81 90238
82 95345.4
83 100701
84 106128
85 111283
86 116723
87 121750
88 127050
89 132725
90 137881
91 143429
92 144643
93 143624
94 143914
95 143168
96 139222
97 143774
98 145358
99 142872
100 142269
101 144464
102 143830
103 143248
104 143600
105 143576
106 144480
107 144315
108 143977
109 138649
110 144301
111 143786
112 144844
113 144982
114 144563
115 139955
116 144145
117 139334
118 144433
119 145016
120 145001
121 140002
122 145108
123 144453
124 145297
125 140173
126 144382
127 145784
128 144289
