1 105566
2 207073
3 317428
4 420645
5 527871
6 633218
7 704136
8 843001
9 905578
10 991608
11 1.15122e+06
12 1.17458e+06
13 1258500
14 1.43669e+06
15 1.52517e+06
16 1.53461e+06
17 1.70361e+06
18 1.72262e+06
19 1.80475e+06
20 1.88073e+06
21 1.98147e+06
22 2.17601e+06
23 2.2011e+06
24 2.07024e+06
25 2.39619e+06
26 2.43973e+06
27 2.48181e+06
28 2.5745e+06
29 2.70926e+06
30 2.79281e+06
31 2.5618e+06
32 2.8808e+06
33 2.95696e+06
34 3.04361e+06
35 3.1638e+06
36 3.28909e+06
37 3.44017e+06
38 3.36921e+06
39 3.30566e+06
40 3.68282e+06
41 3.57875e+06
42 3.66871e+06
43 3.94455e+06
44 3.93569e+06
45 4.02427e+06
46 3.98498e+06
47 4.00016e+06
48 4.2381e+06
49 4.32562e+06
50 4.20129e+06
51 4.25548e+06
52 4.27352e+06
53 4.22418e+06
54 4.50488e+06
55 4.6284e+06
56 4.50174e+06
57 4.71278e+06
58 4.77969e+06
59 4.83183e+06
60 4.64521e+06
61 4.73303e+06
62 4.70925e+06
63 5.0224e+06
64 5.06472e+06
65 4.95147e+06
66 4.94307e+06
67 5.31459e+06
68 5.37081e+06
69 5.30885e+06
70 3.20715e+06
71 5.43733e+06
72 3.99098e+06
73 5.79362e+06
74 5.85316e+06
75 5.56487e+06
76 5.76102e+06
77 6.00456e+06
78 5.945e+06
79 6.03734e+06
80 6.34934e+06
81 6.34672e+06
82 6.27217e+06
83 6.35512e+06
84 6.4282e+06
85 6.17275e+06
86 6696736
87 6.71541e+06
88 6.9871e+06
89 7.05023e+06
90 6.88345e+06
91 7.06289e+06
92 7.28018e+06
93 7.37081e+06
94 7.44677e+06
95 7.02461e+06
96 7.57912e+06
97 7402524
98 7.4952e+06
99 7.55969e+06
100 7.53147e+06
101 7.99323e+06
102 7.96654e+06
103 8.16235e+06
104 8.07985e+06
105 7.69858e+06
106 8.396e+06
107 7.89762e+06
108 8.55467e+06
109 8.59385e+06
110 8.71969e+06
111 8.62265e+06
112 8.50715e+06
113 8.90161e+06
114 9.00825e+06
115 8.75591e+06
116 8.95505e+06
117 9.22571e+06
118 9.1729e+06
119 8.88665e+06
120 9.35375e+06
121 9.11567e+06
122 9.31638e+06
123 9.39008e+06
124 7.82068e+06
125 9.53118e+06
126 9.09844e+06
127 8.09933e+06
128 9.72406e+06
